Month,passengers
2124-01,166
2124-02,63
2124-03,223
2124-04,209
2124-05,115
2124-06,190
2124-07,195
2124-08,133
2124-10,116
2124-11,192
2124-12,123
2125-01,154
2125-02,192
2125-03,157
2125-04,204
2125-05,146
2125-06,230
2125-07,134
2125-08,64
2125-09,229
2125-10,131
2125-11,85
2125-12,67
2126-01,209
2126-02,92
2126-03,113
2126-05,180
2126-06,75
2126-07,227
2126-08,145
2126-09,226
2126-10,236
2126-11,228
2126-12,149
2127-01,115
2127-02,193
2127-03,107
2127-04,151
2127-05,152
2127-06,205
2127-07,212
2127-08,55
2127-09,99
2127-10,90
2127-11,145
2127-12,111
2128-01,104
2128-03,64
2128-04,220
2128-05,100
2128-06,248
2128-07,190
2128-08,105
2128-09,125
2128-10,150
2128-11,238
2128-12,72
2129-01,195
2129-02,193
2129-03,147
2129-04,79
2129-05,68
2129-06,79
2129-07,88
2129-08,168
2129-09,139
2129-11,177
2129-12,127
2130-01,246
2130-02,78
2130-03,85
2130-04,236
2130-05,192
2130-06,227
2130-07,147
2130-08,129
2130-09,52
2130-10,143
2130-11,154
2130-12,178
2131-01,178
2131-02,235
2131-03,101
2131-04,193
2131-05,191
2131-07,226
2131-08,197
2131-09,224
2131-10,156
2131-11,221
2131-12,122
2132-01,85
2132-02,207
2132-03,186
2132-04,240
2132-05,115
2132-06,73
2132-07,153
2132-08,82
2132-09,78
2132-10,250
2132-11,188
2132-12,130
2133-01,62
2133-03,86
2133-04,66
2133-05,120
2133-06,174
2133-07,91
2133-08,234
2133-09,193
2133-10,113
2133-11,107
2133-12,138
2134-01,122
2134-02,229
2134-03,76
2134-04,148
2134-05,54
2134-06,164
2134-07,155
2134-08,98
2134-09,120
2134-10,93
2134-12,127
2135-01,224
2135-02,143
2135-03,199
2135-04,215
2135-05,223
2135-06,56
2135-07,167
2135-08,176
2135-09,70
2135-10,232
2135-11,64
2135-12,231
2136-01,153
2136-02,187
2136-03,236
2136-04,241
2136-05,173
2136-06,156
2136-07,159
2136-09,159
2136-10,242
2136-11,137
2136-12,55
2137-01,218
2137-02,69
2137-03,218
2137-04,213
2137-05,215
2137-06,218
2137-07,94
2137-08,141
2137-09,229
2137-10,62
2137-11,234
2137-12,188
2138-01,241
2138-02,169
2138-03,133
2138-05,181
2138-06,75
2138-07,91
2138-08,199
2138-09,101
2138-10,235
2138-11,198
2138-12,199
2139-01,93
2139-02,249
2139-03,201
2139-04,208
2139-05,62
2139-06,213
2139-07,123
2139-08,51
2139-09,143
2139-10,166
2139-11,73
2139-12,139
2140-02,116
2140-03,183
2140-04,220
2140-05,184
2140-06,240
2140-07,205
2140-08,117
2140-09,155
2140-10,192
2140-11,205
2140-12,175
2141-01,230
2141-02,93
2141-03,153
2141-04,65
2141-05,140
2141-06,249
2141-07,91
2141-08,177
2141-10,137
2141-11,135
2141-12,198
2142-01,187
2142-02,128
2142-03,192
2142-04,130
2142-05,117
2142-06,224
2142-07,168
2142-08,245
2142-09,192
2142-10,182
2142-11,115
2142-12,168
2143-01,106
2143-02,229
2143-03,103
2143-04,233
2143-06,106
2143-07,143
2143-08,184
2143-09,195
2143-10,120
2143-11,153
2143-12,238
2144-01,206
2144-02,222
2144-03,107
2144-04,51
2144-05,50
2144-06,57
2144-07,96
2144-08,116
2144-09,248
2144-10,121
2144-11,116
2144-12,127
2145-01,218
2145-03,144
2145-04,108
2145-05,84
2145-06,138
2145-07,212
2145-08,116
2145-09,86
2145-10,78
2145-11,217
2145-12,117
2146-01,169
2146-02,136
2146-03,191
2146-04,177
2146-05,130
2146-06,200
2146-07,85
2146-08,238
2146-09,93
2146-10,102
2146-12,170
2147-01,194
2147-02,214
2147-03,90
2147-04,163
2147-05,138
2147-06,59
2147-07,187
2147-08,198
2147-09,85
2147-10,112
2147-11,73
2147-12,162
2148-01,201
2148-02,94
2148-03,100
2148-04,55
2148-05,171
2148-06,240
2148-08,127
2148-09,73
2148-10,232
2148-11,68
2148-12,248
2149-01,238
2149-02,79
2149-03,203
2149-04,119
2149-05,113
2149-06,125
2149-07,120
2149-08,130
2149-09,173
2149-10,161
2149-11,148
2149-12,234
2150-01,203
2150-02,108
2150-04,239
2150-05,212
2150-06,247
2150-07,141
2150-08,149
2150-09,136
2150-10,95
2150-11,128
2150-12,66
2151-01,234
2151-02,223
2151-03,95
2151-04,124
2151-05,206
2151-06,217
2151-07,61
2151-08,82
2151-09,231
2151-10,162
2151-11,178
2152-01,143
2152-02,172
2152-03,158
2152-04,219
2152-05,208
2152-06,184
2152-07,117
2152-08,90
2152-09,84
2152-10,123
2152-11,202
2152-12,133
2153-01,154
2153-02,235
2153-03,88
2153-04,127
2153-05,179
2153-06,173
2153-07,82
2153-08,157
2153-10,125
2153-11,221
2153-12,246
2154-01,193
2154-02,189
2154-03,245
2154-04,96
2154-05,238
2154-06,76
2154-07,150
2154-08,63
2154-09,190
2154-10,102
2154-11,172
2154-12,100
2155-01,232
2155-02,218
2155-03,199
2155-05,209
2155-06,82
2155-07,113
2155-08,186
2155-09,215
2155-10,164
2155-11,173
2155-12,248
2156-01,228
2156-02,58
2156-03,50
2156-04,236
2156-05,90
2156-06,98
2156-07,220
2156-08,233
2156-09,191
2156-10,138
2156-11,180
2156-12,226
2157-01,91
2157-03,93
2157-04,54
2157-05,127
2157-06,89
2157-07,170
2157-08,214
2157-09,208
2157-10,97
2157-11,244
2157-12,142
2158-01,98
2158-02,89
2158-03,93
2158-04,210
2158-05,69
2158-06,128
2158-07,191
2158-08,152
2158-09,90
2158-11,71
2158-12,80
2159-01,50
2159-02,92
2159-03,127
2159-04,59
2159-05,148
2159-06,146
2159-07,142
2159-08,130
2159-09,140
2159-10,151
2159-11,241
2159-12,172
2160-01,114
2160-02,102
2160-03,245
2160-04,140
2160-05,97
2160-07,201
2160-08,69
2160-09,190
2160-10,104
2160-11,173
2160-12,71
2161-01,98
2161-02,110
2161-03,154
2161-04,207
2161-05,221
2161-06,163
2161-07,151
2161-08,180
2161-09,144
2161-10,95
2161-11,53
2161-12,191
2162-01,81
2162-03,239
2162-04,201
2162-05,233
2162-06,171
2162-07,168
2162-08,92
2162-09,134
2162-10,250
2162-11,56
2162-12,146
2163-01,228
2163-02,234
2163-03,160
2163-04,246
2163-05,98
2163-06,82
2163-07,100
2163-08,89
2163-09,145
2163-10,99
2163-12,119
2164-01,71
2164-02,102
2164-03,106
2164-04,213
2164-05,84
2164-06,210
2164-07,182
2164-08,208
2164-09,238
2164-10,164
2164-11,116
2164-12,161
2165-01,194
2165-02,232
2165-03,117
2165-04,196
2165-05,83
2165-06,92
2165-07,67
2165-09,126
2165-10,202
2165-11,154
2165-12,77
2166-01,241
2166-02,74
2166-03,142
2166-04,132
2166-05,122
2166-06,173
2166-07,147
2166-08,215
2166-09,145
2166-10,205
2166-11,159
2166-12,218
2167-01,69
2167-02,226
2167-03,136
2167-05,179
2167-06,197
2167-07,152
2167-08,142
2167-09,207
2167-10,53
2167-11,158
2167-12,248
2168-01,70
2168-02,233
2168-03,199
2168-04,205
2168-05,157
2168-06,82
2168-07,70
2168-08,92
2168-09,66
2168-10,244
2168-11,123
2168-12,60
2169-01,65
2169-03,150
2169-04,122
2169-05,96
2169-06,161
2169-07,207
2169-08,212
2169-09,143
2169-10,93
2169-11,86
2169-12,166
2170-01,61
2170-02,131
2170-03,213
2170-04,210
2170-05,229
2170-06,249
2170-07,144
2170-08,203
2170-10,96
2170-11,136
2170-12,245
2171-01,111
2171-02,248
2171-03,61
2171-04,107
2171-05,176
2171-06,164
2171-07,149
2171-08,159
2171-09,76
2171-10,132
2171-11,120
2171-12,182
2172-01,239
2172-02,228
2172-03,88
2172-04,54
2172-05,235
2172-07,102
2172-08,216
2172-09,167
2172-10,79
2172-11,124
2172-12,159
2173-01,77
2173-02,247
2173-03,119
2173-04,71
2173-05,92
2173-06,245
2173-07,150
2173-08,182
2173-09,230
2173-10,73
2173-11,197
2173-12,217
2174-01,238
2174-03,243
2174-04,249
2174-05,84
2174-06,126
2174-07,175
2174-08,173
2174-09,225
2174-10,147
2174-11,72
2174-12,117
2175-01,71
2175-02,190
2175-03,99
2175-04,98
2175-05,234
2175-06,74
2175-07,175
2175-08,81
2175-09,125
2175-10,222
2175-12,131
2176-01,118
2176-02,187
2176-03,146
2176-04,101
2176-05,215
2176-06,55
2176-07,53
2176-08,220
2176-09,76
2176-10,110
2176-11,54
2176-12,190
2177-01,129
2177-02,56
2177-03,184
2177-04,167
2177-05,147
2177-06,219
2177-08,75
2177-09,176
2177-10,181
2177-11,53
2177-12,153
2178-01,122
2178-02,161
2178-03,214
2178-04,112
2178-05,194
2178-06,130
2178-07,70
2178-08,91
2178-09,241
2178-10,229
2178-11,155
2178-12,202
2179-01,134
2179-02,57
2179-04,244
2179-05,185
2179-06,71
2179-07,119
2179-08,224
2179-09,158
2179-10,135
2179-11,78
2179-12,102
2180-01,206
2180-02,96
2180-03,95
2180-04,82
2180-05,74
2180-06,50
2180-07,149
2180-08,152
2180-09,245
2180-10,185
2180-11,104
2180-12,101
2181-02,248
2181-03,169
2181-04,167
2181-05,131
2181-06,60
2181-07,120
2181-08,122
2181-09,53
2181-10,102
2181-11,210
2181-12,74
2182-01,198
2182-02,217
2182-03,166
2182-04,132
2182-05,174
2182-06,97
2182-07,188
2182-08,51
2182-10,98
2182-11,226
2182-12,207
2183-01,165
2183-02,223
2183-03,237
2183-04,128
2183-05,104
2183-06,98
2183-07,247
2183-08,212
2183-09,78
2183-10,74
2183-11,142
2183-12,85
2184-01,87
2184-02,197
2184-03,193
2184-04,170
2184-06,242
2184-07,236
2184-08,123
2184-09,114
2184-10,114
2184-11,136
2184-12,168
2185-01,193
2185-02,115
2185-03,151
2185-04,137
2185-05,185
2185-06,213
2185-07,165
2185-08,200
2185-09,54
2185-10,169
2185-11,185
2185-12,118
2186-01,147
2186-03,67
2186-04,130
2186-05,96
2186-06,229
2186-07,116
2186-08,89
2186-09,125
2186-10,69
2186-11,82
2186-12,181
2187-01,164
2187-02,231
2187-03,241
2187-04,83
2187-05,225
2187-06,179
2187-07,207
2187-08,241
2187-09,218
2187-11,68
2187-12,213
2188-01,79
2188-02,67
2188-03,159
2188-04,109
2188-05,146
2188-06,101
2188-07,228
2188-08,150
2188-09,188
2188-10,161
2188-11,59
2188-12,205
2189-01,166
2189-02,62
2189-03,130
2189-04,68
2189-05,205
2189-07,221
2189-08,62
2189-09,166
2189-10,240
2189-11,113
2189-12,132
2190-01,156
2190-02,204
2190-03,79
2190-04,61
2190-05,104
2190-06,122
2190-07,126
2190-08,117
2190-09,84
2190-10,57
2190-11,199
2190-12,88
2191-01,156
2191-03,246
2191-04,115
2191-05,88
2191-06,194
2191-07,215
2191-08,161
2191-09,101
2191-10,158
2191-11,138
2191-12,96
2192-01,113
2192-02,130
2192-03,105
2192-04,196
2192-05,82
2192-06,191
2192-07,104
2192-08,102
2192-09,189
2192-10,175
2192-11,206
2193-01,250
2193-02,97
2193-03,204
2193-04,250
2193-05,163
2193-06,155
2193-07,182
2193-08,93
2193-09,209
2193-10,132
2193-11,73
2193-12,166
2194-01,193
2194-02,130
2194-03,123
2194-04,126
2194-05,239
2194-06,82
2194-07,169
2194-09,86
2194-10,209
2194-11,137
2194-12,120
2195-01,131
2195-02,225
2195-03,227
2195-04,171
2195-05,185
2195-06,118
2195-07,116
2195-08,223
2195-09,195
2195-10,178
2195-11,71
2195-12,125
2196-01,134
2196-02,211
2196-03,95
2196-05,140
2196-06,155
2196-07,249
2196-08,103
2196-09,51
2196-10,162
2196-11,203
2196-12,186
2197-01,56
2197-02,118
2197-03,102
2197-04,217
2197-05,98
2197-06,107
2197-07,123
2197-08,117
2197-09,171
2197-10,222
2197-11,167
2197-12,88
2198-01,96
2198-03,118
2198-04,156
2198-05,68
2198-06,51
2198-07,150
2198-08,87
2198-09,113
2198-10,249
2198-11,183
2198-12,142
2199-01,121
2199-02,66
2199-03,140
2199-04,62
2199-05,121
2199-06,55
2199-07,153
2199-08,115
2199-10,204
2199-11,144
2199-12,160
2200-01,178
2200-02,158
2200-03,99
2200-04,84
2200-05,97
2200-06,204
2200-07,99
2200-08,221
2200-09,199
2200-10,241
2200-11,228
2200-12,228
2201-01,136
2201-02,80
2201-03,133
2201-04,155
2201-06,121
2201-07,236
2201-08,223
2201-09,211
2201-10,214
2201-11,151
2201-12,186
2202-01,217
2202-02,127
2202-03,52
2202-04,136
2202-05,139
2202-06,162
2202-07,77
2202-08,115
2202-09,118
2202-10,152
2202-11,201
2202-12,208
2203-01,60
2203-03,60
2203-04,217
2203-05,96
2203-06,242
2203-07,135
2203-08,155
2203-09,159
2203-10,159
2203-11,62
2203-12,175
2204-01,151
2204-02,247
2204-03,152
2204-04,87
2204-05,87
2204-06,147
2204-07,209
2204-08,215
2204-09,233
2204-10,165
2204-12,96
2205-01,146
2205-02,237
2205-03,88
2205-04,92
2205-05,106
2205-06,114
2205-07,171
2205-08,187
2205-09,180
2205-10,91
2205-11,115
2205-12,143
2206-01,128
2206-02,178
2206-03,108
2206-04,214
2206-05,99
2206-07,216
2206-08,210
2206-09,133
2206-10,185
2206-11,145
2206-12,164
2207-01,233
2207-02,73
2207-03,214
2207-04,90
2207-05,204
2207-06,220
2207-07,198
2207-08,189
2207-09,145
2207-10,183
2207-11,180
2207-12,213
2208-01,104
2208-02,166
2208-04,156
2208-05,50
2208-06,236
2208-07,165
2208-08,54
2208-09,80
2208-10,79
2208-11,91
2208-12,149
2209-01,141
2209-02,242
2209-03,240
2209-04,52
2209-05,217
2209-06,96
2209-07,102
2209-08,175
2209-09,212
2209-10,103
2209-11,134
2210-01,236
2210-02,96
2210-03,170
2210-04,176
2210-05,133
2210-06,51
2210-07,86
2210-08,153
2210-09,182
2210-10,66
2210-11,102
2210-12,198
2211-01,209
2211-02,131
2211-03,117
2211-04,161
2211-05,90
2211-06,63
2211-07,175
2211-09,203
2211-10,241
2211-11,238
2211-12,150
2212-01,161
2212-02,164
2212-03,193
2212-04,172
2212-05,140
2212-06,118
2212-07,161
2212-08,150
2212-09,156
2212-10,127
2212-11,209
2212-12,98
2213-01,63
2213-02,147
2213-03,95
2213-05,214
2213-06,55
2213-07,125
2213-08,62
2213-09,193
2213-10,87
2213-11,182
2213-12,97
2214-01,121
2214-02,113
2214-03,82
2214-04,234
2214-05,175
2214-06,127
2214-07,165
2214-08,97
2214-09,156
2214-10,211
2214-11,97
2214-12,172
2215-01,179
2215-03,191
2215-04,201
2215-05,143
2215-06,231
2215-07,215
2215-08,201
2215-09,81
2215-10,236
2215-11,219
2215-12,186
2216-01,210
2216-02,249
2216-03,66
2216-04,160
2216-05,248
2216-06,169
2216-07,66
2216-08,227
2216-09,250
2216-11,50
2216-12,112
2217-01,154
2217-02,241
2217-03,196
2217-04,127
2217-05,195
2217-06,204
2217-07,181
2217-08,142
2217-09,247
2217-10,225
2217-11,154
2217-12,134
2218-01,105
2218-02,66
2218-03,169
2218-04,201
2218-05,90
2218-07,58
2218-08,121
2218-09,193
2218-10,75
2218-11,101
2218-12,230
2219-01,190
2219-02,228
2219-03,67
2219-04,93
2219-05,121
2219-06,131
2219-07,225
2219-08,74
2219-09,210
2219-10,212
2219-11,166
2219-12,118
2220-01,161
2220-03,181
2220-04,74
2220-05,190
2220-06,232
2220-07,214
2220-08,121
2220-09,109
2220-10,230
2220-11,241
2220-12,100
2221-01,109
2221-02,72
2221-03,75
2221-04,213
2221-05,238
2221-06,192
2221-07,87
2221-08,87
2221-09,241
2221-10,77
2221-12,137
2222-01,95
2222-02,179
2222-03,202
2222-04,60
2222-05,226
2222-06,162
2222-07,179
2222-08,62
2222-09,152
2222-10,198
2222-11,70
2222-12,53
2223-01,160
2223-02,185
2223-03,75
2223-04,70
2223-05,195
2223-06,126
2223-08,168
2223-09,100
2223-10,165
2223-11,148
2223-12,213
2224-01,233
2224-02,107
2224-03,186
2224-04,185
2224-05,154
2224-06,164
2224-07,201
2224-08,178
2224-09,162
2224-10,52
2224-11,210
2224-12,93
2225-01,172
2225-02,201
2225-03,229
2225-05,234
2225-06,74
2225-07,233
2225-08,198
2225-09,189
2225-10,61
2225-11,204
2225-12,108
2226-01,119
2226-02,250
2226-03,236
2226-04,224
2226-05,81
2226-06,231
2226-07,125
2226-08,85
2226-09,114
2226-10,90
2226-11,201
2226-12,175
2227-02,153
2227-03,115
2227-04,151
2227-05,61
2227-06,202
2227-07,208
2227-08,85
2227-09,147
2227-10,106
2227-11,109
2227-12,79
2228-01,202
2228-02,166
2228-03,76
2228-04,96
2228-05,113
2228-06,102
2228-07,58
2228-08,188
2228-10,225
2228-11,231
2228-12,206
2229-01,63
2229-02,54
2229-03,158
2229-04,240
2229-05,59
2229-06,209
2229-07,229
2229-08,213
2229-09,220
2229-10,164
2229-11,92
2229-12,233
2230-01,160
2230-02,222
2230-03,206
2230-04,117
2230-06,209
2230-07,242
2230-08,129
2230-09,97
2230-10,101
2230-11,91
2230-12,209
2231-01,248
2231-02,120
2231-03,121
2231-04,79
2231-05,228
2231-06,185
2231-07,117
2231-08,207
2231-09,144
2231-10,141
2231-11,111
2231-12,194
2232-01,187
2232-03,199
2232-04,138
2232-05,62
2232-06,103
2232-07,99
2232-08,115
2232-09,172
2232-10,150
2232-11,151
2232-12,55
2233-01,149
2233-02,60
2233-03,220
2233-04,249
2233-05,97
2233-06,175
2233-07,137
2233-08,54
2233-09,214
2233-10,138
2233-12,99
2234-01,171
2234-02,162
2234-03,59
2234-04,235
2234-05,171
2234-06,199
2234-07,109
2234-08,98
2234-09,213
2234-10,248
2234-11,86
2234-12,194
2235-01,174
2235-02,138
2235-03,82
2235-04,53
2235-05,242
2235-07,245
2235-08,86
2235-09,219
2235-10,204
2235-11,209
2235-12,97
2236-01,76
2236-02,149
2236-03,152
2236-04,128
2236-05,212
2236-06,62
2236-07,66
2236-08,166
2236-09,165
2236-10,230
2236-11,110
2236-12,209
2237-01,84
2237-02,246
2237-04,103
2237-05,125
2237-06,66
2237-07,175
2237-08,112
2237-09,155
2237-10,151
2237-11,115
2237-12,205
2238-01,160
2238-02,111
2238-03,188
2238-04,59
2238-05,74
2238-06,162
2238-07,50
2238-08,108
2238-09,216
2238-10,58
2238-11,131
2239-01,197
2239-02,67
2239-03,197
2239-04,61
2239-05,112
2239-06,177
2239-07,218
2239-08,162
2239-09,245
2239-10,223
2239-11,105
2239-12,134
2240-01,146
2240-02,234
2240-03,236
2240-04,127
2240-05,63
2240-06,62
2240-07,240
2240-08,146
2240-10,103
2240-11,96
2240-12,216
2241-01,83
2241-02,135
2241-03,215
2241-04,86
2241-05,70
2241-06,99
2241-07,66
2241-08,246
2241-09,131
2241-10,195
2241-11,250
2241-12,231
2242-01,109
2242-02,126
2242-03,70
2242-05,75
2242-06,106
2242-07,249
2242-08,234
2242-09,212
2242-10,66
2242-11,152
2242-12,188
2243-01,80
2243-02,125
2243-03,52
2243-04,65
2243-05,97
2243-06,116
2243-07,186
2243-08,173
2243-09,209
2243-10,92
2243-11,141
2243-12,221
2244-01,51
2244-03,238
2244-04,236
2244-05,173
2244-06,94
2244-07,151
2244-08,59
2244-09,144
2244-10,65
2244-11,52
2244-12,113
2245-01,205
2245-02,133
2245-03,141
2245-04,203
2245-05,113
2245-06,220
2245-07,145
2245-08,110
2245-09,182
2245-11,113
2245-12,203
2246-01,196
2246-02,161
2246-03,95
2246-04,169
2246-05,121
2246-06,192
2246-07,122
2246-08,70
2246-09,245
2246-10,246
2246-11,248
2246-12,235
2247-01,51
2247-02,154
2247-03,173
2247-04,195
2247-05,77
2247-07,249
2247-08,103
2247-09,74
2247-10,184
2247-11,244
2247-12,249
2248-01,216
2248-02,190
2248-03,54
2248-04,190
2248-05,165
2248-06,104
2248-07,179
2248-08,242
2248-09,102
2248-10,161
2248-11,96
2248-12,192
2249-01,65
2249-03,74
2249-04,58
2249-05,218
2249-06,112
2249-07,189
2249-08,167
2249-09,88
2249-10,58
2249-11,247
2249-12,210
2250-01,232
2250-02,168
2250-03,214
2250-04,51
2250-05,63
2250-06,148
2250-07,62
2250-08,57
2250-09,234
2250-10,243
2250-12,237
2251-01,243
2251-02,195
2251-03,87
2251-04,218
2251-05,94
2251-06,118
2251-07,83
2251-08,192
2251-09,114
2251-10,69
2251-11,70
2251-12,247
2252-01,97
2252-02,234
2252-03,210
2252-04,210
2252-05,196
2252-06,201
2252-07,72
2252-09,54
2252-10,69
2252-11,113
2252-12,73
2253-01,51
2253-02,109
2253-03,121
2253-04,71
2253-05,155
2253-06,116
2253-07,56
2253-08,141
2253-09,177
2253-10,129
2253-11,123
2253-12,76
2254-01,126
2254-02,159
2254-03,91
2254-05,191
2254-06,99
2254-07,187
2254-08,226
2254-09,221
2254-10,197
2254-11,236
2254-12,233
2255-01,83
2255-02,232
2255-03,223
2255-04,200
2255-05,68
2255-06,108
2255-07,149
2255-08,212
2255-09,50
2255-10,231
2255-11,220
2255-12,103
2256-02,97
2256-03,165
2256-04,213
2256-05,70
2256-06,187
2256-07,131
2256-08,219
2256-09,110
2256-10,238
2256-11,239
2256-12,154
2257-01,214
2257-02,90
2257-03,98
2257-04,227
2257-05,171
2257-06,126
2257-07,226
2257-08,80
2257-10,99
2257-11,71
2257-12,210
2258-01,139
2258-02,245
2258-03,73
2258-04,130
2258-05,147
2258-06,164
2258-07,149
2258-08,241
2258-09,122
2258-10,130
2258-11,197
2258-12,158
2259-01,131
2259-02,95
2259-03,170
2259-04,122
2259-06,51
2259-07,115
2259-08,63
2259-09,93
2259-10,87
2259-11,210
2259-12,182
2260-01,178
2260-02,213
2260-03,97
2260-04,67
2260-05,237
2260-06,61
2260-07,140
2260-08,191
2260-09,128
2260-10,170
2260-11,53
2260-12,60
2261-01,185
2261-03,231
2261-04,106
2261-05,58
2261-06,206
2261-07,117
2261-08,194
2261-09,164
2261-10,129
2261-11,153
2261-12,169
2262-01,199
2262-02,177
2262-03,147
2262-04,75
2262-05,178
2262-06,132
2262-07,232
2262-08,120
2262-09,82
2262-10,188
2262-12,57
2263-01,84
2263-02,140
2263-03,63
2263-04,196
2263-05,84
2263-06,238
2263-07,238
2263-08,62
2263-09,175
2263-10,230
2263-11,147
2263-12,134
2264-01,196
2264-02,236
2264-03,179
2264-04,173
2264-05,231
2264-06,121
2264-08,50
2264-09,141
2264-10,107
2264-11,111
2264-12,92
2265-01,184
2265-02,160
2265-03,74
2265-04,89
2265-05,165
2265-06,206
2265-07,94
2265-08,185
2265-09,96
2265-10,64
2265-11,104
2265-12,143
2266-01,192
2266-02,213
2266-04,87
2266-05,174
2266-06,60
2266-07,76
2266-08,211
2266-09,183
2266-10,176
2266-11,234
2266-12,202
2267-01,199
2267-02,98
2267-03,63
2267-04,247
2267-05,86
2267-06,98
2267-07,190
2267-08,180
2267-09,243
2267-10,54
2267-11,84
2268-01,249
2268-02,232
2268-03,136
2268-04,219
2268-05,143
2268-06,128
2268-07,188
2268-08,197
2268-09,230
2268-10,192
2268-11,237
2268-12,69
2269-01,177
2269-02,117
2269-03,53
2269-04,81
2269-05,97
2269-06,68
2269-07,207
2269-08,80
2269-10,211
2269-11,123
2269-12,165
2270-01,228
2270-02,155
2270-03,228
2270-04,128
2270-05,164
2270-06,175
2270-07,248
2270-08,78
2270-09,187
2270-10,118
2270-11,199
2270-12,240
2271-01,236
2271-02,119
2271-03,97
2271-05,203
2271-06,202
2271-07,146
2271-08,250
2271-09,215
2271-10,156
2271-11,92
2271-12,144
2272-01,199
2272-02,77
2272-03,77
2272-04,132
2272-05,213
2272-06,166
2272-07,206
2272-08,191
2272-09,235
2272-10,57
2272-11,100
2272-12,250
2273-01,194
2273-03,106
2273-04,238
2273-05,93
2273-06,226
2273-07,182
2273-08,145
2273-09,125
2273-10,59
2273-11,163
2273-12,218
2274-01,110
2274-02,62
2274-03,89
2274-04,83
2274-05,82
2274-06,69
2274-07,147
2274-08,182
2274-09,100
2274-11,149
2274-12,196
2275-01,52
2275-02,110
2275-03,155
2275-04,122
2275-05,175
2275-06,241
2275-07,181
2275-08,170
2275-09,109
2275-10,116
2275-11,206
2275-12,146
2276-01,119
2276-02,85
2276-03,211
2276-04,207
2276-05,250
2276-07,103
2276-08,245
2276-09,155
2276-10,188
2276-11,222
2276-12,203
2277-01,50
2277-02,221
2277-03,237
2277-04,218
2277-05,144
2277-06,159
2277-07,56
2277-08,140
2277-09,177
2277-10,250
2277-11,223
2277-12,210
2278-01,211
2278-03,189
2278-04,214
2278-05,220
2278-06,51
2278-07,206
2278-08,186
2278-09,131
2278-10,75
2278-11,158
2278-12,248
2279-01,134
2279-02,135
2279-03,64
2279-04,89
2279-05,128
2279-06,212
2279-07,237
2279-08,212
2279-09,188
2279-10,173
2279-12,54
2280-01,179
2280-02,101
2280-03,94
2280-04,117
2280-05,86
2280-06,91
2280-07,50
2280-08,123
2280-09,61
2280-10,57
2280-11,65
2280-12,104
2281-01,70
2281-02,122
2281-03,90
2281-04,175
2281-05,77
2281-06,191
2281-07,74
2281-09,159
2281-10,76
2281-11,187
2281-12,111
2282-01,163
2282-02,52
2282-03,193
2282-04,146
2282-05,59
2282-06,116
2282-07,234
2282-08,179
2282-09,223
2282-10,71
2282-11,160
2282-12,123
2283-01,121
2283-02,110
2283-03,180
2283-05,93
2283-06,219
2283-07,89
2283-08,159
2283-09,185
2283-10,240
2283-11,222
2283-12,158
2284-01,200
2284-02,176
2284-03,206
2284-04,117
2284-05,243
2284-06,60
2284-07,84
2284-08,180
2284-09,186
2284-10,138
2284-11,117
2284-12,216
2285-01,194
2285-03,233
2285-04,114
2285-05,95
2285-06,168
2285-07,236
2285-08,94
2285-09,88
2285-10,181
2285-11,174
2285-12,145
2286-01,50
2286-02,102
2286-03,135
2286-04,119
2286-05,89
2286-06,114
2286-07,106
2286-08,192
2286-10,191
2286-11,128
2286-12,223
2287-01,242
2287-02,52
2287-03,65
2287-04,100
2287-05,114
2287-06,226
2287-07,80
2287-08,61
2287-09,144
2287-10,134
2287-11,237
2287-12,155
2288-01,231
2288-02,165
2288-03,67
2288-04,88
2288-05,148
2288-07,213
2288-08,229
2288-09,176
2288-10,201
2288-11,227
2288-12,99
2289-01,91
2289-02,203
2289-03,84
2289-04,219
2289-05,243
2289-06,134
2289-07,131
2289-08,210
2289-09,79
2289-10,86
2289-11,172
2289-12,196
2290-01,193
2290-03,92
2290-04,54
2290-05,168
2290-06,207
2290-07,153
2290-08,219
2290-09,54
2290-10,245
2290-11,229
2290-12,163
2291-01,225
2291-02,78
2291-03,221
2291-04,143
2291-05,198
2291-06,186
2291-07,173
2291-08,154
2291-09,58
2291-10,196
2291-12,212
2292-01,94
2292-02,183
2292-03,207
2292-04,248
2292-05,202
2292-06,57
2292-07,82
2292-08,167
2292-09,243
2292-10,147
2292-11,136
2292-12,154
2293-01,192
2293-02,106
2293-03,107
2293-04,117
2293-05,135
2293-06,239
2293-08,148
2293-09,56
2293-10,219
2293-11,141
2293-12,158
2294-01,90
2294-02,57
2294-03,195
2294-04,221
2294-05,213
2294-06,224
2294-07,62
2294-08,191
2294-09,174
2294-10,160
2294-11,67
2294-12,193
2295-01,216
2295-02,98
2295-04,126
2295-05,168
2295-06,155
2295-07,150
2295-08,51
2295-09,105
2295-10,168
2295-11,123
2295-12,174
2296-01,72
2296-02,73
2296-03,132
2296-04,50
2296-05,175
2296-06,162
2296-07,232
2296-08,50
2296-09,148
2296-10,71
2296-11,140
2296-12,124
2297-02,94
2297-03,110
2297-04,140
2297-05,221
2297-06,79
2297-07,249
2297-08,118
2297-09,185
2297-10,188
2297-11,206
2297-12,110
2298-01,141
2298-02,105
2298-03,224
2298-04,170
2298-05,212
2298-06,202
2298-07,122
2298-08,78
2298-10,51
2298-11,121
2298-12,179
2299-01,56
2299-02,103
